,CustomerId,firstPurchaseDate,lastPurchaseDate,countOfPurchases,totalPurchaseValue,totalQtyPurchased,customerProfit,daysSinceLastPurchase,periodOfExistence,firstPurchaseYear,avgorderValue,customerValue,customerLifetimeValue
2457,2554,2019-02-05,2019-02-05,1,151.2,3,16.80000000000001,694,0,2019,151.2,21503.885519591135,361265.2767291313
2458,2556,2017-11-22,2020-09-16,3,6001.02,19,3136.9000000000005,105,1029,2017,2000.3400000000001,284491.285451448,892420713.3326473
2459,2557,2017-05-02,2020-05-23,2,7498.62,15,4054.8600000000006,221,1117,2017,3749.31,533232.3612265757,2162182572.243193
2460,2558,2020-06-10,2020-06-10,1,8065.4,10,1563.6999999999998,203,0,2020,8065.4,1147073.0044293012,1793678057.0260983
2461,2559,2018-06-29,2018-08-20,3,7067.759999999999,16,2223.669999999999,863,52,2018,2355.9199999999996,335062.39400340704,745068193.6735559
2462,2560,2016-08-18,2020-11-02,4,10103.03,20,4411.220000000001,58,1537,2016,2525.7575,359216.93207836454,1584584915.1227236
2463,2561,2019-04-21,2020-06-12,3,8535.8,13,5325.08,201,418,2019,2845.2666666666664,404657.9938671209,2154836189.981928
2464,2562,2016-04-15,2020-11-20,6,24134.82,41,10034.65,40,1680,2016,4022.47,572081.5766269164,5740638392.899286
2465,2563,2019-08-08,2020-10-23,2,7255.32,15,1429.56,68,442,2019,3627.66,515931.11999999994,737554491.9071999
2466,2564,2016-06-09,2016-06-09,1,466.48,4,280.84000000000003,1665,0,2016,466.48,66343.46902896081,18631899.842093356
2467,2565,2017-09-21,2020-09-25,4,10562.36,26,4285.68,96,1100,2017,2640.59,375548.5784667802,1609481031.7635107
2468,2566,2020-03-22,2020-05-21,2,9103.640000000001,13,5869.4400000000005,223,60,2020,4551.820000000001,647366.509165247,3799678883.5548677
2469,2567,2019-04-24,2019-04-24,1,6.86,1,2.66,616,0,2019,6.86,975.6392504258943,2595.200406132879
2470,2568,2017-10-26,2020-03-30,4,12158.740000000002,30,6806.570000000001,275,886,2017,3039.6850000000004,432308.4540715503,2942537754.229792
2471,2569,2016-11-16,2020-10-25,5,13550.75,34,5433.700000000001,66,1439,2016,2710.15,385441.50357751275,2094373497.9891312
2472,2570,2016-12-29,2020-08-23,6,13105.7,27,5612.34,129,1333,2016,2184.2833333333333,310651.97580919927,1743484509.9130015
2473,2571,2020-01-11,2020-01-11,1,586.04,1,267.54,354,0,2020,586.04,83347.46739352639,22298781.42646405
2474,2572,2017-05-26,2018-07-22,2,1830.8400000000001,15,1049.24,892,422,2017,915.4200000000001,130192.37356047698,136603046.03459486
2475,2573,2017-01-08,2019-07-23,5,9918.109999999999,28,5003.379999999999,526,926,2017,1983.6219999999998,282113.62699829636,1411521679.0507357
2476,2574,2016-09-02,2019-07-13,4,11737.199999999999,21,5292.1399999999985,536,1044,2016,2934.2999999999997,417320.4449744462,2208518219.667065
2477,2575,2018-01-23,2018-06-18,2,13221.900000000001,17,6396.0,926,146,2018,6610.950000000001,940218.994548552,6013640689.132539
2478,2576,2016-01-16,2019-09-30,2,1724.3999999999999,4,278.99999999999966,457,1353,2016,862.1999999999999,122623.34718909707,34211913.86575804
2479,2577,2016-10-19,2020-11-08,3,14635.79,19,7669.919999999999,52,1481,2016,4878.596666666667,693841.165451448,5321706231.719369
2480,2578,2016-04-18,2020-05-29,3,2017.36,10,1217.52,215,1502,2016,672.4533333333333,95637.29826235092,116440323.38037749
2481,2579,2018-04-18,2018-04-18,1,2974.95,5,721.1999999999998,987,0,2018,2974.95,423101.7475298125,305140980.3185007
2482,2580,2016-06-27,2018-05-28,3,5534.58,21,3312.1400000000003,947,700,2016,1844.86,262378.6920613287,869034961.1240093
2483,2581,2016-09-30,2017-05-16,2,2439.84,6,1498.6400000000003,1324,228,2016,1219.92,173498.80967632026,260012256.13332066
2484,2582,2017-10-17,2018-08-18,4,10541.579999999998,24,2640.549999999999,865,305,2017,2635.3949999999995,374809.73795570683,989703853.5589412
2485,2583,2017-01-14,2020-02-28,3,5717.76,8,1627.9900000000002,306,1140,2017,1905.92,271062.73471890966,441287421.4950378
2486,2584,2017-07-20,2019-11-09,3,9480.54,17,2729.7400000000002,417,842,2017,3160.1800000000003,449445.4295059625,1226869166.7396061
2487,2585,2017-03-02,2018-12-22,5,14083.02,21,5143.48,739,660,2017,2816.6040000000003,400581.5474207836,2060383177.5278518
2488,2586,2016-10-30,2019-11-13,5,4617.370000000001,13,2565.6200000000003,413,1109,2016,923.4740000000002,131337.82524020443,336962951.19277334
2489,2587,2017-01-03,2019-10-24,7,12259.68,36,5641.349999999999,433,1024,2017,1751.3828571428571,249084.23585300555,1405171353.9293528
2490,2588,2016-06-17,2020-07-04,5,23234.84,34,7335.76,179,1478,2016,4646.968,660898.5971243611,4848193492.841003
2491,2589,2016-11-13,2020-11-23,4,11374.0,26,7392.120000000001,37,1471,2016,2843.5,404406.7359454855,2989423120.917342
2492,2590,2016-08-28,2017-01-07,2,3263.04,14,1353.96,1453,132,2016,1631.52,232037.1647018739,314169039.5197492
2493,2591,2017-02-03,2020-06-09,3,6466.44,11,2838.3199999999997,204,1222,2017,2155.48,306555.5235434412,870102673.58382
2494,2592,2016-02-21,2020-08-08,6,20926.710000000003,39,8558.54,144,1630,2016,3487.7850000000003,496037.89257240196,4245360145.096606
2495,2593,2019-04-19,2020-06-14,2,9489.119999999999,14,2811.3599999999997,199,422,2019,4744.5599999999995,674778.2743441225,1897044649.360092
2496,2594,2017-01-02,2020-08-12,4,4701.79,24,2848.53,140,1318,2017,1175.4475,167173.86557069846,476199771.2941017
2497,2595,2017-03-14,2017-11-11,2,3353.84,15,1185.76,1145,242,2017,1676.92,238494.01921635433,282796668.2259843
2498,2596,2016-03-24,2020-10-14,7,20396.92,37,11565.18,77,1665,2016,2913.845714285714,414411.4064930639,4792742510.1454525
2499,2597,2016-06-14,2020-01-03,3,1410.96,9,577.23,362,1298,2016,470.32,66889.59945485518,38610683.49332606
2500,2598,2016-02-24,2018-05-12,3,7400.61,19,4540.5199999999995,963,808,2016,2466.87,350841.86555366265,1593004507.383716
2501,2599,2016-10-19,2020-04-30,7,21477.35,37,10213.74,244,1289,2016,3068.192857142857,436362.88328060345,4456897035.478431
2502,2600,2016-08-09,2016-08-09,1,1085.7,7,820.05,1604,0,2016,1085.7,154409.84463373083,126623793.09189096
2503,2601,2018-07-05,2020-12-19,5,18215.16,27,11638.98,11,898,2018,3643.032,518117.3483611584,6030357455.228555
2504,2602,2016-05-02,2018-03-27,3,14357.279999999999,19,5154.219999999999,1009,694,2016,4785.759999999999,680637.7987052809,3508156954.8427324
2505,2603,2017-09-17,2019-11-09,4,13610.07,24,7025.169999999999,417,783,2017,3402.5175,483911.0237989777,3399557207.061864
2506,2604,2017-04-16,2018-04-29,2,3383.1000000000004,13,736.0500000000008,976,378,2017,1691.5500000000002,240574.71925042587,177075022.10427615
2507,2605,2017-01-24,2019-07-16,4,10310.630000000001,29,5354.41,533,903,2017,2577.6575000000003,366598.2261158433,1962917207.8969324
2508,2606,2018-10-03,2018-10-03,1,4771.62,9,3067.4700000000003,819,0,2018,4771.62,678626.7871890969,2081667310.8989394
2509,2607,2016-05-16,2020-05-08,3,7534.1,11,2997.41,236,1453,2016,2511.366666666667,357170.2466780238,1070585669.0951751
2510,2608,2017-09-27,2018-01-11,2,12104.42,19,2741.3,1084,106,2017,6052.21,860754.1731516182,2359585414.8605313
2511,2610,2016-12-19,2019-02-10,4,12287.07,29,5601.37,689,783,2016,3071.7675,436871.2742248722,2447077649.304972
2512,2611,2016-02-02,2019-12-11,5,12604.67,32,5674.049999999999,385,1408,2016,2520.934,358530.92684156727,2034322405.4453945
2513,2612,2016-03-15,2020-02-14,6,9516.49,29,3602.04,320,1431,2016,1586.0816666666667,225574.85836456556,812529662.8234997
2514,2613,2016-03-23,2020-11-23,5,8826.550000000001,25,3662.4400000000005,37,1706,2016,1765.3100000000002,251064.9745144804,919510405.2608137
2515,2614,2017-01-09,2020-12-13,3,12126.54,22,7013.5599999999995,17,1434,2017,4042.1800000000003,574884.7617035774,4031988769.2937417
2516,2615,2017-12-16,2019-10-20,3,8455.43,20,3859.28,437,673,2017,2818.476666666667,400847.8808177172,1546984209.4821997
2517,2616,2018-03-23,2020-07-05,4,11836.52,20,4631.0599999999995,178,835,2018,2959.13,420851.80395229976,1948989955.211337
2518,2617,2017-02-19,2018-12-22,3,15410.82,20,9216.279999999999,739,671,2017,5136.94,730583.1328109028,6733258715.262466
2519,2618,2016-01-16,2020-08-04,4,4478.08,29,1443.96,148,1662,2016,1119.52,159219.77458262347,229906985.706325
2520,2619,2016-09-18,2018-09-15,4,12588.0,26,2935.680000000001,837,727,2016,3147.0,447570.95059625205,1313925088.2464058
2521,2620,2016-10-13,2020-12-11,2,2565.7599999999998,11,1399.3999999999996,19,1520,2016,1282.8799999999999,182453.0731175468,255324830.5206949
2522,2621,2020-07-06,2020-10-09,2,12858.08,17,2631.08,82,95,2020,6429.04,914347.4878364563,2405721388.2967434
2523,2622,2018-03-15,2018-03-15,1,629.28,4,389.88,1021,0,2018,629.28,89497.12354344121,34893138.52711686
2524,2624,2016-05-08,2019-04-01,5,19655.39,33,7608.17,639,1058,2016,3931.078,559083.6724906303,4253603624.5330386
2525,2625,2017-10-17,2019-12-28,5,8814.9,23,4062.85,368,802,2017,1762.98,250733.59850085175,1018693000.6691855
2526,2626,2017-01-28,2019-05-27,3,5101.92,14,973.9200000000001,583,849,2017,1700.64,241867.5123679727,235559607.645416
2527,2627,2017-03-26,2020-05-08,3,4966.04,14,1836.6799999999998,236,1139,2017,1655.3466666666666,235425.82814310046,432401910.0338697
2528,2628,2017-04-05,2020-10-24,5,9919.7,22,3817.14,67,1298,2017,1983.94,282158.8534241907,1077039845.7596154
2529,2629,2019-06-27,2019-07-06,2,5155.919999999999,17,1916.88,543,9,2019,2577.9599999999996,366641.24810902885,702807275.6752353
2530,2630,2016-03-20,2020-12-21,5,13262.98,26,6689.37,9,1737,2016,2652.596,377256.08937649056,2523605566.592415
2531,2631,2016-02-13,2020-01-11,3,7347.9,23,2493.0599999999995,354,1428,2016,2449.2999999999997,348343.03441226564,868440085.3718427
2532,2632,2018-09-30,2018-09-30,1,505.08,3,65.87999999999994,822,0,2018,505.08,71833.21758091993,4732372.374231
2533,2633,2016-09-25,2020-08-12,4,10394.52,29,6950.240000000001,140,1417,2016,2598.63,369580.9657921635,2568676411.687327
2534,2634,2016-03-13,2020-09-30,3,6214.92,11,3802.26,91,1662,2016,2071.64,294631.6759114139,1120266236.0509326
2535,2635,2016-01-29,2019-08-18,5,8021.039999999999,13,4755.74,500,1297,2016,1604.2079999999999,228152.8120477001,1085035454.3677292
2536,2636,2017-05-24,2020-03-04,5,17956.53,30,8538.29,301,1015,2017,3591.3059999999996,510760.8008586029,4361023838.363001
2537,2637,2019-04-30,2020-03-16,2,2081.16,3,251.18000000000006,289,321,2019,1040.58,147992.81212947186,37172834.55068075
2538,2638,2018-07-04,2019-08-05,4,6536.459999999999,18,2106.1699999999996,513,397,2018,1634.1149999999998,232406.2294037478,489487028.18329144
2539,2639,2016-06-22,2020-01-29,5,17650.72,27,5815.1,336,1316,2016,3530.1440000000002,502062.2516115843,2919542199.346524
2540,2640,2016-07-14,2018-08-25,2,9622.17,12,3591.5400000000004,858,772,2016,4811.085,684239.5573083474,2457473739.6552224
2541,2641,2016-11-29,2019-06-20,4,11616.32,30,8072.99,559,933,2016,2904.08,413022.51229982957,3334326611.571401
2542,2642,2016-06-02,2017-08-06,2,663.4,12,394.55999999999995,1242,430,2016,331.7,47174.859965928445,18613312.748156726
2543,2643,2018-03-09,2020-08-24,2,3291.42,6,1084.92,128,899,2018,1645.71,234055.28729131172,253931262.28808993
2544,2644,2016-09-05,2017-04-06,3,4896.62,13,3393.11,1364,213,2016,1632.2066666666667,232134.82344122653,787658990.7666602
2545,2645,2017-08-20,2018-02-11,2,3141.94,8,2375.78,1053,175,2017,1570.97,223425.6549914821,530810202.61566335
2546,2646,2016-05-11,2017-10-25,5,8199.34,20,4421.4,1162,532,2016,1639.868,233224.42949233385,1031178492.5574048
2547,2647,2018-06-16,2020-10-03,3,16717.190000000002,26,8067.49,88,840,2018,5572.396666666667,792514.4179216354,6393602141.438615
2548,2648,2017-07-09,2020-10-26,4,4534.84,20,2611.35,65,1205,2017,1133.71,161237.8971720613,421048582.78026223
2549,2649,2018-02-05,2018-02-05,1,1617.98,2,622.3000000000001,1059,0,2018,1617.98,230111.48606473592,143198377.77808517
2550,2651,2017-02-18,2020-12-09,5,11068.42,29,4183.21,21,1390,2017,2213.684,314833.3816967632,1317014150.6477168
2551,2652,2016-01-13,2019-01-08,4,5631.84,22,3245.8599999999997,722,1091,2016,1407.96,200242.13396933555,649957932.9657074
2552,2653,2018-05-12,2018-05-12,1,2363.27,7,467.46,963,0,2018,2363.27,336107.7217717205,157116915.61940846
2553,2654,2016-12-13,2020-02-22,3,7368.639999999999,18,2400.79,312,1166,2016,2456.213333333333,349326.25880749564,838658988.8824475
2554,2655,2019-04-11,2020-10-16,2,11734.5,16,4636.530000000001,75,554,2019,5867.25,834448.8909710391,3868947316.4539523
2555,2656,2016-12-06,2018-12-20,3,13362.0,24,6865.32,741,744,2016,4454.0,633454.4054514479,4348867198.833935
2556,2657,2016-01-06,2020-01-16,4,4427.24,16,1115.6,349,1471,2016,1106.81,157412.1397614991,175608983.1179284
2557,2658,2019-12-28,2019-12-28,1,6681.960000000001,9,2178.900000000001,368,0,2019,6681.960000000001,950318.1407836457,2070648196.9534864
2558,2659,2017-12-26,2017-12-26,1,390.1,5,307.1,1100,0,2017,390.1,55480.59352640544,17038090.27195911
2559,2660,2016-06-10,2016-06-10,1,2100.05,5,346.4000000000001,1664,0,2016,2100.05,298672.1877342419,103460045.83114141
2560,2662,2018-11-21,2018-11-21,1,2664.96,8,1637.84,770,0,2018,2664.96,379014.5155706984,620765134.1823127
2561,2663,2018-10-14,2020-06-27,2,4390.400000000001,14,2093.0,186,622,2018,2195.2000000000003,312204.5601362862,653444144.365247
2562,2664,2017-04-13,2017-04-13,1,1664.04,2,1001.82,1357,0,2017,1664.04,236662.20674616692,237092931.96244496
2563,2665,2016-08-28,2017-10-13,2,1450.96,12,817.2800000000001,1174,411,2016,725.48,103178.82848381599,84325992.94325314
2564,2666,2018-04-11,2020-12-17,5,9899.48,26,5040.17,13,981,2018,1979.896,281583.70981942076,1419229766.72055
2565,2667,2018-02-26,2018-06-27,3,7828.68,22,3918.2400000000007,917,121,2018,2609.56,371135.4464054514,1454197751.5236962
2566,2668,2018-07-09,2018-07-09,1,2405.8,5,862.9500000000003,905,0,2018,2405.8,342156.40068143094,295263865.96804094
2567,2669,2018-03-29,2019-09-12,3,4649.62,8,1634.8799999999999,475,532,2018,1549.8733333333332,220425.25614991476,360368842.77437264
2568,2670,2016-10-01,2020-02-12,3,7557.04,16,3816.84,322,1229,2016,2519.0133333333333,358257.76681431,1367412574.687531
2569,2671,2016-02-08,2019-08-26,2,2078.16,13,434.68000000000006,492,1295,2016,1039.08,147779.47993185685,64236784.33677955
2570,2672,2016-01-30,2020-02-05,7,19761.37,42,6987.72,329,1467,2016,2823.052857142857,401498.71333171084,2805560589.1222625
2571,2673,2016-05-14,2020-11-03,5,8433.960000000001,39,3808.2000000000003,57,1634,2016,1686.7920000000001,239898.0295195911,913579676.0165069
2572,2674,2019-03-01,2019-03-01,1,572.3,5,259.6,670,0,2019,572.3,81393.34446337307,21129712.22269165
2573,2675,2017-06-18,2019-07-13,2,8152.47,18,3053.880000000001,536,755,2017,4076.235,579728.1136967632,1770420091.8562717
2574,2676,2017-12-05,2020-09-04,4,11767.11,27,4421.91,117,1004,2017,2941.7775,418383.905979557,1850055977.690063
2575,2677,2016-02-17,2020-12-07,6,24784.0,42,8631.73,23,1755,2016,4130.666666666667,587469.4650766609,5070877805.786165
2576,2678,2016-06-01,2018-07-25,3,4517.52,17,1738.52,889,784,2016,1505.8400000000001,214162.77097103916,372326260.588571
2577,2679,2016-01-28,2016-03-25,2,2651.7000000000003,16,453.4200000000003,1741,57,2016,1325.8500000000001,188564.32947189093,85498838.26914485
2578,2680,2016-01-27,2020-10-18,4,15682.119999999999,29,6140.289999999999,73,1726,2016,3920.5299999999997,557583.5204770016,3423724514.9497275
2579,2681,2016-09-04,2020-05-17,3,2946.54,14,1231.83,227,1351,2016,982.18,139687.07856899485,172070733.99364492
2580,2682,2019-07-02,2019-11-25,3,8807.73,25,3627.870000000001,401,146,2019,2935.91,417549.4215332197,1514815019.897722
2581,2683,2018-08-10,2018-08-10,1,1120.68,2,464.1200000000001,873,0,2018,1120.68,159384.7514821124,73973650.85787803
2582,2684,2018-12-15,2018-12-15,1,3596.6000000000004,5,1945.1000000000004,746,0,2018,3596.6000000000004,511513.72129471885,994945339.2903578
2583,2685,2017-05-02,2020-11-28,5,11457.57,29,6754.26,32,1306,2017,2291.514,325902.47832367965,2201230073.2424965
2584,2686,2016-07-25,2019-07-10,3,5251.86,17,1454.04,539,1080,2016,1750.62,248975.7411925042,362020686.7235488
2585,2687,2019-02-23,2019-02-23,1,5280.8,10,1836.8,676,0,2019,5280.8,751043.1127768313,1379515989.5484836
2586,2688,2016-10-16,2019-09-23,4,15682.11,26,8280.68,464,1072,2016,3920.5275,557583.164923339,4617167762.117395
2587,2689,2016-09-18,2020-03-25,8,18147.02,43,8718.839999999998,280,1284,2016,2268.3775,322611.9713969335,2812802160.694439
2588,2690,2016-01-27,2020-03-06,2,6074.76,8,3428.5399999999995,299,1500,2016,3037.38,431980.6335945485,1481062881.5042531
2589,2691,2017-02-18,2019-06-12,2,1180.68,11,335.92,567,844,2017,590.34,83959.01969335605,28203513.895392165
2590,2692,2017-07-26,2020-12-28,3,9813.0,18,2330.0699999999997,2,1251,2017,3271.0,465206.412265758,1083963505.0280745
2591,2693,2016-10-21,2016-10-21,1,2418.93,3,1456.5599999999995,1531,0,2016,2418.93,344023.76851788745,501091260.27241397
2592,2694,2016-02-26,2019-11-08,2,4015.26,12,1989.2700000000004,418,1351,2016,2007.63,285528.0799318569,567992443.566045
2593,2695,2018-06-18,2019-05-08,3,8047.509999999999,14,2282.2199999999984,602,324,2018,2682.503333333333,381509.55413969327,870688734.6486902
2594,2696,2017-09-01,2019-05-01,4,11335.480000000001,23,6125.880000000001,609,607,2017,2833.8700000000003,403037.14323679724,2468957175.0114317
2595,2697,2016-04-27,2020-09-25,4,5625.719999999999,18,2071.42,96,1612,2016,1406.4299999999998,200024.53512776826,414334822.55436176
2596,2698,2016-07-13,2016-07-13,1,31.96,1,11.560000000000002,1631,0,2016,31.96,4545.398023850084,52544.801155706984
2597,2699,2018-09-01,2018-09-01,1,794.88,2,471.96,851,0,2018,794.88,113048.99816013627,53354605.17165791
2598,2701,2017-02-02,2017-06-23,2,6469.1,12,4758.6,1286,141,2017,3234.55,460022.43986371375,2189062782.3354683
2599,2702,2017-02-22,2018-12-08,4,12106.78,29,4219.22,753,654,2017,3026.695,430460.99724020436,1816209648.7758152
2600,2703,2016-11-30,2019-08-09,5,12540.300000000001,25,6299.900000000001,509,982,2016,2508.0600000000004,356699.96770017035,2247174126.514303
2601,2704,2017-01-13,2020-01-03,4,8703.56,16,1577.1,362,1085,2017,2175.89,309458.2636456558,488046627.59556377
2602,2705,2017-01-30,2019-01-21,3,10798.300000000001,17,4048.420000000001,709,721,2017,3599.433333333334,511916.68211243604,2072453734.1976287
2603,2706,2016-11-23,2020-08-18,7,18629.23,25,6471.54,134,1364,2016,2661.3185714285714,378496.6262642978,2449456056.7344537
2604,2707,2016-06-03,2019-10-29,7,18083.17,39,8476.85,428,1243,2016,2583.31,367402.13294718903,3114412770.6733794
2605,2708,2016-02-21,2019-05-04,4,16303.29,25,6246.420000000001,606,1168,2016,4075.8225,579669.447342419,3620858829.2686334
2606,2709,2018-01-16,2020-04-13,3,5783.16,10,2314.7200000000007,261,818,2018,1927.72,274163.16265758086,634610955.8667557
2607,2710,2016-09-30,2019-08-12,3,13797.57,24,5090.04,506,1046,2016,4599.19,654103.5399659283,3329413182.568174
2608,2711,2017-09-30,2020-09-18,3,5041.24,9,3237.28,103,1084,2017,1680.4133333333332,238990.8462010221,773680286.5896449
2609,2712,2016-01-10,2016-01-10,1,305.76,8,84.0,1816,0,2016,305.76,43485.635161839855,3652793.3535945476
2610,2713,2020-07-08,2020-07-08,1,312.34,7,77.27999999999997,175,0,2020,312.34,44421.452402044284,3432889.841629981
2611,2715,2017-05-05,2020-06-08,5,9552.1,25,3684.0600000000004,205,1130,2017,1910.42,271702.7313117547,1000969164.316383
2612,2716,2017-09-07,2019-08-18,3,8268.08,14,5414.280000000001,500,710,2017,2756.0266666666666,391966.1503236796,2122214488.3744924
2613,2717,2017-11-07,2018-10-16,3,14453.100000000002,22,8478.150000000001,806,343,2017,4817.700000000001,685180.3522998296,5809061803.850801
2614,2718,2017-02-01,2017-12-28,3,7731.88,21,2739.84,1098,330,2017,2577.2933333333335,366546.4337989778,1004278581.1797915
2615,2719,2016-09-01,2019-10-11,3,5138.62,13,3478.38,446,1135,2016,1712.8733333333332,243607.3549574105,847358951.3367577
2616,2720,2016-02-09,2019-03-13,6,5769.6,30,2857.1800000000003,658,1128,2016,961.6,136760.1608177172,390748396.28516525
2617,2721,2016-01-04,2016-06-17,2,10254.72,14,5108.5599999999995,1657,165,2016,5127.36,729220.6511754682,3725267449.7689495
2618,2722,2017-08-12,2018-10-15,2,1308.78,7,602.12,807,429,2017,654.39,93068.30453151617,56038287.524516515
2619,2723,2017-02-25,2019-01-14,4,15985.46,26,8750.079999999998,716,688,2017,3996.365,568368.8852810902,4973273215.720361
2620,2724,2016-03-02,2019-08-01,4,22456.39,27,11166.03,517,1247,2016,5614.0975,798445.1715332195,8915462738.695076
2621,2725,2016-10-12,2020-01-25,3,2778.52,9,1843.3200000000002,340,1200,2016,926.1733333333333,131721.72838160134,242805296.3603734
2622,2726,2016-01-06,2020-10-09,5,20849.239999999998,36,7975.040000000001,82,1738,2016,4169.848,593041.8917069845,4729532808.03887
2623,2727,2016-03-04,2016-03-04,1,3800.16,8,542.8799999999997,1762,0,2016,3800.16,540464.3227257238,293407271.5213408
2624,2728,2016-01-03,2017-07-23,3,9458.41,21,4727.55,1256,567,2016,3152.8033333333333,448396.3091652469,2119815971.3941631
2625,2729,2018-12-09,2018-12-09,1,3.88,2,3.08,752,0,2018,3.88,551.8192844974445,1699.6033962521292
2626,2730,2017-08-20,2017-08-20,1,1407.9,3,414.96,1228,0,2017,1407.9,200233.60068143098,83088934.9387666
2627,2731,2018-02-07,2018-04-04,2,1718.6000000000001,5,709.4800000000001,1001,56,2018,859.3000000000001,122210.90494037478,86706192.83709711
2628,2732,2019-07-10,2019-11-23,2,1802.1,15,650.1600000000001,403,136,2019,901.05,128148.65110732536,83317127.00393867
2629,2733,2016-07-24,2020-10-26,4,13601.96,31,4591.919999999999,65,1555,2016,3400.49,483622.6697785348,2220756609.809449
2630,2734,2017-10-06,2020-08-04,4,6109.98,17,3055.3300000000004,148,1033,2017,1527.495,217242.5767972742,663747762.1660159
2631,2735,2016-04-20,2018-02-01,4,7693.38,19,2474.6400000000003,1063,652,2016,1923.345,273540.94374787045,676915361.0362302
2632,2736,2017-03-16,2020-02-05,4,6865.21,9,3830.6099999999997,329,1056,2017,1716.3025,244095.0560647359,935032962.7121379
2633,2737,2019-02-24,2019-02-25,2,14304.0,18,7155.600000000001,674,1,2019,7152.0,1017167.9182282791,7278446755.674275
2634,2738,2019-08-29,2020-01-15,2,5546.52,8,2360.7600000000007,350,139,2019,2773.26,394417.1002385008,931124113.5590434
2635,2739,2016-12-27,2020-11-16,7,12248.960000000001,28,5555.8,44,1420,2016,1749.8514285714286,248866.43383791673,1382652133.1166978
2636,2740,2017-12-02,2019-12-09,7,18418.94,33,8659.66,387,737,2017,2631.2771428571427,374224.09027987334,3240653385.633008
2637,2741,2016-06-30,2018-10-23,2,3534.7200000000003,7,2618.640000000001,799,845,2016,1767.3600000000001,251356.52851788755,658212259.8380812
2638,2742,2020-06-26,2020-06-26,1,2405.7,6,1871.1,187,0,2020,2405.7,342142.17853492324,640182230.2566948
2639,2743,2016-04-08,2019-06-17,2,3079.59,13,1004.6600000000001,562,1165,2016,1539.795,218991.90081771716,220012403.07552776
2640,2744,2017-02-12,2019-06-26,2,3713.16,7,2133.84,553,864,2017,1856.58,264045.52763202717,563430908.6823249
2641,2745,2016-02-07,2019-04-06,2,11025.990000000002,13,3939.840000000001,634,1154,2016,5512.995000000001,784066.2258603066,3089095479.2934713
2642,2746,2016-10-18,2020-07-28,5,8639.890000000001,27,4015.0800000000013,155,1379,2016,1727.9780000000003,245755.56278023848,986728245.0076803
2643,2747,2016-06-17,2016-06-17,1,2472.96,6,1451.52,1657,0,2016,2472.96,351707.9942759795,510511187.8514698
2644,2748,2017-02-18,2017-10-21,2,5348.4,9,2359.11,1166,245,2017,2674.2,380328.6419080067,897237102.4115977
2645,2749,2019-04-29,2020-01-05,5,10118.92,26,4206.84,360,251,2019,2023.784,287825.52547870524,1210835933.6048365
2646,2750,2016-06-25,2019-04-21,5,5775.45,17,2904.19,619,1030,2016,1155.09,164278.5920954003,477096244.3775406
2647,2751,2016-01-23,2020-11-24,3,3634.7,18,2109.8,36,1767,2016,1211.5666666666666,172310.78637137986,363541297.08633727
2648,2754,2016-03-30,2020-07-05,5,20534.940000000002,39,9756.660000000002,178,1558,2016,4106.988,584101.8504122657,5698883159.843338
2649,2755,2016-10-03,2017-08-27,2,2115.3,15,393.3,1221,328,2016,1057.65,150420.53253833047,59160395.44732538
2650,2757,2016-01-07,2020-02-06,3,11280.330000000002,18,7110.51,328,1491,2016,3760.1100000000006,534768.3530494038,3802475722.041316
2651,2758,2018-04-03,2020-01-11,3,4310.36,16,2370.4,354,648,2018,1436.7866666666666,204341.90473594546,484372050.9860851
2652,2759,2016-09-15,2020-02-19,2,2722.48,13,426.06,315,1252,2016,1361.24,193597.54712095397,82484170.92635365
2653,2760,2019-10-29,2019-10-29,1,3181.5,5,919.1,428,0,2019,3181.5,452477.5911413969,415872154.0180579
2654,2761,2019-01-30,2019-09-02,2,5456.8,8,3835.760000000001,485,215,2019,2728.4,388037.0453151618,1488416976.9380856
2655,2762,2018-05-05,2019-12-21,2,5191.89,10,3320.52,375,595,2018,2595.945,369199.10115843266,1225932999.378599
2656,2763,2016-09-10,2019-11-01,4,13514.27,27,5486.400000000001,425,1147,2016,3378.5675,480504.81971039175,2636241642.8590937
2657,2764,2016-04-09,2018-06-09,6,13000.6,35,4026.7300000000005,935,791,2016,2166.766666666667,308160.72981260647,1240880055.558317
2658,2765,2017-05-02,2020-05-20,6,24376.73,36,11502.990000000003,224,1114,2017,4062.7883333333334,577815.7090630323,6646608323.194972
2659,2766,2016-11-29,2016-11-29,1,1211.76,4,697.68,1492,0,2016,1211.76,172338.2825212947,120236972.94945687
2660,2767,2016-06-10,2017-10-04,2,7622.43,11,2877.1800000000003,1183,481,2016,3811.215,542036.5810221465,1559536810.1852996
2661,2768,2017-07-03,2017-07-03,1,351.36,1,219.6,1276,0,2017,351.36,49970.9339693356,10973617.099666098
2662,2769,2016-04-27,2019-10-08,5,10883.24,26,4958.98,449,1259,2016,2176.648,309566.06751618395,1535131937.4914057
2663,2770,2016-09-20,2019-02-27,4,5788.32,24,3252.48,672,890,2016,1447.08,205805.83768313454,669379370.9476414
2664,2771,2016-11-24,2018-03-21,3,8871.539999999999,21,6589.41,1015,482,2016,2957.18,420574.4720954002,2771337632.170151
2665,2772,2017-10-22,2019-07-16,4,9681.84,15,5252.0599999999995,533,632,2017,2420.46,344241.36735945474,1807976315.8538978
