,CustomerGender,ProductName,ProductPrice,CostOfGood,ProductCategory,CustomerCountry,CustomerContinent,OrderTime,OrderDay,OrderMonth,QuantitySold,discountPerQuantity,salePrice,OrderYear,ExpectedRevenue,PricePerQuantity,DiscountPercentage,dateOfPurchase
9919,Male,Shirt,841.0,319.58000000000004,Shoes,Dominican Republic,North America,12:20:00,3,July,1,0.09,765.31,2020,521.42,765.31,0.01,3 July 2020
9920,Female,Hat,535.0,235.4,Automotive,Botswana,Africa,22:53:00,2,April,9,0.1,4333.5,2020,299.6,481.5,0.02,2 April 2020
9921,Male,Mouse,12.0,6.84,Garden,Slovakia,Europe,12:34:00,3,March,8,0.04,92.16,2016,5.16,11.52,0.33,3 March 2016
9922,Male,Fish,95.0,38.0,Home,Dominica,North America,19:54:00,24,April,7,0.02,651.6999999999999,2018,57.0,93.1,0.02,24 April 2018
9923,Female,Chips,885.0,345.15,Automotive,Cambodia,Asia,17:45:00,18,August,3,0.08,2442.6000000000004,2017,539.85,814.2000000000002,0.01,18 August 2017
9924,Female,Tuna,838.0,301.67999999999995,Home,Martinique,North America,14:24:00,30,June,7,0.07,5455.38,2017,536.32,779.34,0.01,30 June 2017
9925,Female,Shoes,647.0,194.1,Outdoors,Bouvet Island,Antarctica,15:17:00,12,April,8,0.05,4917.2,2020,452.9,614.65,0.01,12 April 2020
9926,Female,Car,522.0,407.16,Computers,Saudi Arabia,Asia,15:54:00,14,January,10,0.08,4802.4,2016,114.83999999999997,480.23999999999995,0.02,14 January 2016
9927,Female,Chair,299.0,254.15,Grocery,Faroe Islands,Europe,11:23:00,12,November,9,0.07,2502.63,2016,44.849999999999994,278.07,0.02,12 November 2016
9928,Male,Tuna,186.0,81.84,Music,France,Europe,17:20:00,15,January,6,0.02,1093.68,2020,104.16,182.28,0.01,15 January 2020
9929,Male,Towels,807.0,613.3199999999999,Beauty,Spain,Europe,20:15:00,6,February,1,0.09,734.37,2018,193.68000000000006,734.37,0.01,6 February 2018
9930,Female,Pizza,135.0,67.5,Computers,Iraq,Asia,22:48:00,25,January,10,0.07,1255.5,2017,67.5,125.55,0.05,25 January 2017
9931,Male,Chicken,796.0,262.67999999999995,Health,Djibouti,Africa,16:18:00,13,November,2,0.08,1464.64,2019,533.32,732.32,0.01,13 November 2019
9932,Female,Chips,990.0,574.2,Toys,Taiwan,Asia,16:44:00,24,April,4,0.04,3801.6,2016,415.79999999999995,950.4,0.0,24 April 2016
9933,Female,Table,130.0,89.7,Garden,Ireland,Europe,10:12:00,9,July,1,0.05,123.5,2017,40.3,123.5,0.04,9 July 2017
9934,Female,Computer,390.0,89.69999999999999,Sports,Ivory Coast,Africa,14:51:00,2,December,7,0.07,2538.9,2020,300.3,362.7,0.02,2 December 2020
9935,Female,Sausages,85.0,25.5,Jewelery,Argentina,South America,13:26:00,26,December,2,0.1,153.0,2020,59.5,76.5,0.12,26 December 2020
9936,Male,Pizza,324.0,116.64,Music,Iran,Asia,11:56:00,30,March,5,0.01,1603.8,2018,207.36,320.76,0.0,30 March 2018
9937,Female,Salad,105.0,86.1,Health,Colombia,South America,11:34:00,17,April,10,0.05,997.5,2016,18.900000000000006,99.75,0.05,17 April 2016
9938,Male,Towels,837.0,418.5,Home,Chad,Africa,14:18:00,24,February,4,0.07,3113.64,2020,418.5,778.41,0.01,24 February 2020
9939,Female,Chicken,645.0,206.4,Computers,Bahamas,North America,14:43:00,2,February,7,0.04,4334.400000000001,2018,438.6,619.2,0.01,2 February 2018
9940,Male,Bike,952.0,266.55999999999995,Toys,North Korea,Asia,10:30:00,16,November,10,0.1,8568.0,2017,685.44,856.8,0.01,16 November 2017
9941,Female,Car,726.0,559.02,Books,Czech Republic,Europe,12:39:00,30,January,2,0.1,1306.8,2020,166.98000000000002,653.4,0.01,30 January 2020
9942,Female,Table,115.0,29.90000000000001,Shoes,Iran,Asia,19:12:00,13,September,3,0.1,310.5,2016,85.1,103.5,0.09,13 September 2016
9943,Male,Salad,996.0,587.64,Tools,Mali,Africa,14:11:00,3,October,6,0.05,5677.200000000001,2017,408.36,946.2000000000002,0.01,3 October 2017
9944,Female,Keyboard,472.0,278.48,Music,Mozambique,Africa,10:33:00,1,April,3,0.09,1288.56,2019,193.51999999999998,429.52,0.02,1 April 2019
9945,Male,Pizza,703.0,379.62,Garden,Micronesia,Oceania,15:53:00,14,December,5,0.02,3444.7000000000003,2016,323.38,688.94,0.0,14 December 2016
9946,Male,Ball,203.0,75.11,Computers,Somalia,Africa,10:43:00,12,May,10,0.03,1969.1,2020,127.89,196.91,0.01,12 May 2020
9947,Male,Fish,34.0,19.380000000000003,Shoes,Somalia,Africa,10:42:00,8,January,10,0.09,309.40000000000003,2020,14.619999999999997,30.940000000000005,0.26,8 January 2020
9948,Male,Chicken,720.0,475.2,Music,United States,North America,20:53:00,24,April,9,0.07,6026.400000000001,2016,244.8,669.6,0.01,24 April 2016
9949,Female,Bike,458.0,100.76,Automotive,Greece,Europe,12:44:00,10,April,2,0.05,870.2,2016,357.24,435.1,0.01,10 April 2016
9950,Male,Keyboard,749.0,471.87,Kids,Saint Helena,Africa,12:17:00,10,June,4,0.05,2846.2,2020,277.13,711.55,0.01,10 June 2020
9951,Male,Cheese,236.0,198.24,Toys,Reunion,Africa,13:31:00,14,June,4,0.04,906.24,2019,37.75999999999999,226.56,0.02,14 June 2019
9952,Male,Chips,39.0,19.89,Shoes,Romania,Europe,18:23:00,3,June,4,0.05,148.2,2019,19.11,37.05,0.13,3 June 2019
9953,Male,Chips,851.0,680.8,Health,Equatorial Guinea,Africa,15:58:00,4,January,10,0.03,8254.7,2016,170.20000000000005,825.47,0.0,4 January 2016
9954,Male,Chips,687.0,329.76,Industrial,Macedonia,Europe,13:17:00,29,June,8,0.03,5331.12,2018,357.24,666.39,0.0,29 June 2018
9955,Female,Chair,641.0,262.81,Automotive,Zimbabwe,Africa,23:47:00,24,December,9,0.06,5422.86,2017,378.19,602.54,0.01,24 December 2017
9956,Female,Pants,385.0,96.25,Grocery,Sweden,Europe,17:27:00,3,August,3,0.01,1143.4499999999998,2016,288.75,381.1499999999999,0.0,3 August 2016
9957,Male,Keyboard,540.0,367.2,Kids,Curacao,North America,17:51:00,5,October,4,0.01,2138.4,2019,172.8,534.6,0.0,5 October 2019
9958,Female,Towels,280.0,78.4,Sports,East Timor,Oceania,17:38:00,25,January,10,0.03,2716.0,2020,201.6,271.6,0.01,25 January 2020
9959,Male,Tuna,11.0,8.14,Home,Mozambique,Africa,14:57:00,28,November,8,0.01,87.12,2017,2.8599999999999994,10.89,0.09,28 November 2017
9960,Male,Soap,221.0,64.09,Games,Comoros,Africa,19:40:00,22,June,9,0.07,1849.77,2019,156.91,205.53,0.03,22 June 2019
9961,Male,Cheese,918.0,229.5,Kids,Portugal,Europe,19:52:00,14,May,5,0.02,4498.2,2019,688.5,899.64,0.0,14 May 2019
9962,Male,Hat,847.0,203.28,Outdoors,Bouvet Island,Antarctica,13:28:00,9,April,7,0.06,5573.259999999999,2018,643.72,796.18,0.01,9 April 2018
9963,Female,Hat,640.0,486.4,Movies,Egypt,Africa,14:16:00,27,June,3,0.05,1824.0,2016,153.60000000000002,608.0,0.01,27 June 2016
9964,Female,Tuna,896.0,483.84,Outdoors,Bermuda,North America,18:10:00,28,July,10,0.07,8332.8,2019,412.16,833.28,0.01,28 July 2019
9965,Male,Bike,660.0,204.6,Shoes,Turks and Caicos Islands,North America,18:19:00,26,August,3,0.02,1940.4,2017,455.4,646.8000000000001,0.0,26 August 2017
9966,Female,Hat,447.0,250.32,Industrial,Dominican Republic,North America,23:49:00,9,June,8,0.07,3325.68,2018,196.68,415.71,0.02,9 June 2018
9967,Male,Ball,559.0,463.97,Movies,French Southern Territories,Antarctica,16:27:00,2,March,3,0.02,1643.46,2018,95.02999999999997,547.82,0.0,2 March 2018
9968,Female,Chicken,309.0,176.13,Sports,Seychelles,Africa,18:10:00,25,May,2,0.01,611.82,2016,132.87,305.91,0.0,25 May 2016
9969,Female,Towels,506.0,182.16000000000005,Games,Heard Island and McDonald Islands,Antarctica,11:10:00,27,December,1,0.04,485.76,2020,323.8399999999999,485.76,0.01,27 December 2020
9970,Female,Fish,859.0,326.42,Outdoors,Israel,Asia,13:16:00,12,March,1,0.08,790.28,2020,532.5799999999999,790.28,0.01,12 March 2020
9971,Female,Fish,244.0,185.44,Home,Northern Mariana Islands,Oceania,10:26:00,8,July,1,0.02,239.12,2016,58.56,239.12,0.01,8 July 2016
9972,Female,Table,51.0,16.32,Toys,Tanzania,Africa,21:52:00,20,August,1,0.1,45.9,2019,34.68,45.9,0.2,20 August 2019
9973,Male,Shirt,269.0,209.82,Games,South Africa,Africa,22:54:00,27,July,1,0.1,242.1,2017,59.18000000000001,242.1,0.04,27 July 2017
9974,Male,Chicken,402.0,321.6,Computers,Solomon Islands,Oceania,13:46:00,16,February,2,0.01,795.96,2019,80.39999999999998,397.98,0.0,16 February 2019
9975,Female,Keyboard,515.0,144.2,Tools,Djibouti,Africa,12:20:00,27,June,9,0.08,4264.2,2017,370.8,473.79999999999995,0.02,27 June 2017
9976,Female,Chicken,180.0,36.0,Games,Singapore,Asia,18:35:00,7,July,3,0.01,534.5999999999999,2018,144.0,178.19999999999996,0.01,7 July 2018
9977,Female,Pants,899.0,620.31,Kids,Denmark,Europe,22:13:00,25,December,6,0.05,5124.299999999999,2019,278.69000000000005,854.0499999999998,0.01,25 December 2019
9978,Male,Tuna,52.0,19.24,Beauty,South Africa,Africa,19:23:00,21,March,3,0.08,143.52,2020,32.760000000000005,47.84,0.15,21 March 2020
9979,Male,Keyboard,453.0,113.25,Health,Liechtenstein,Europe,10:43:00,16,April,4,0.09,1648.92,2016,339.75,412.23,0.02,16 April 2016
9980,Male,Cheese,977.0,459.19000000000005,Toys,Albania,Europe,13:13:00,16,October,10,0.05,9281.5,2019,517.81,928.15,0.01,16 October 2019
9981,Male,Car,271.0,113.82,Computers,South Georgia and the South Sandwich Islands,Antarctica,15:23:00,26,November,2,0.07,504.06,2019,157.18,252.03,0.03,26 November 2019
9982,Female,Car,159.0,71.55,Books,Azerbaijan,Asia,13:36:00,15,December,4,0.05,604.2,2019,87.45,151.05,0.03,15 December 2019
9983,Male,Mouse,678.0,508.5,Grocery,Niger,Africa,17:45:00,24,June,7,0.07,4413.78,2020,169.5,630.54,0.01,24 June 2020
9984,Male,Gloves,839.0,536.96,Kids,Christmas Island,Asia,15:13:00,9,February,4,0.1,3020.4,2016,302.03999999999996,755.1,0.01,9 February 2016
9985,Female,Cheese,862.0,301.70000000000005,Baby,Luxembourg,Europe,22:17:00,30,September,1,0.07,801.66,2016,560.3,801.66,0.01,30 September 2016
9986,Female,Bacon,804.0,321.6,Sports,Saint Vincent and the Grenadines,North America,14:39:00,29,December,3,0.01,2387.88,2017,482.4,795.96,0.0,29 December 2017
9987,Male,Mouse,689.0,234.26,Sports,Denmark,Europe,15:22:00,11,December,10,0.04,6614.400000000001,2016,454.74,661.44,0.01,11 December 2016
9988,Female,Salad,359.0,161.55,Industrial,Djibouti,Africa,21:22:00,7,November,7,0.1,2261.7000000000003,2017,197.45,323.1,0.03,7 November 2017
9989,Female,Chips,339.0,172.89,Baby,Nauru,Oceania,10:51:00,25,February,1,0.05,322.05,2020,166.11,322.05,0.01,25 February 2020
9990,Female,Chips,284.0,139.16,Beauty,U.S. Virgin Islands,North America,19:34:00,9,August,2,0.08,522.56,2016,144.84,261.28,0.03,9 August 2016
9991,Female,Shirt,113.0,71.19,Electronics,Vietnam,Asia,18:39:00,4,November,5,0.02,553.6999999999999,2020,41.81,110.73999999999998,0.02,4 November 2020
9992,Female,Fish,333.0,206.46,Kids,East Timor,Oceania,14:42:00,9,October,4,0.1,1198.8,2020,126.53999999999999,299.7,0.03,9 October 2020
9993,Female,Car,503.0,266.59000000000003,Health,Egypt,Africa,14:45:00,3,June,10,0.03,4879.1,2017,236.40999999999997,487.91,0.01,3 June 2017
9994,Female,Pizza,741.0,177.84000000000003,Music,Montserrat,North America,13:30:00,12,February,4,0.02,2904.72,2018,563.16,726.18,0.0,12 February 2018
9995,Male,Chicken,462.0,351.12,Home,Cook Islands,Oceania,18:42:00,14,December,4,0.01,1829.52,2017,110.88,457.38,0.0,14 December 2017
9996,Female,Computer,847.0,440.44,Automotive,Turkey,Asia,18:54:00,13,November,2,0.01,1677.06,2019,406.56,838.53,0.0,13 November 2019
9997,Male,Hat,746.0,537.12,Automotive,Comoros,Africa,14:12:00,23,June,9,0.03,6512.58,2016,208.88,723.62,0.0,23 June 2016
9998,Female,Bacon,488.0,351.36,Books,Sweden,Europe,16:23:00,10,September,5,0.05,2318.0,2018,136.64,463.6,0.01,10 September 2018
9999,Male,Computer,996.0,448.2000000000001,Tools,Liechtenstein,Europe,14:21:00,6,February,10,0.09,9063.6,2016,547.8,906.36,0.01,6 February 2016
10000,Male,Shirt,462.0,143.22000000000003,Health,Lebanon,Asia,14:39:00,16,October,4,0.09,1681.68,2016,318.78,420.42,0.02,16 October 2016
10001,Male,Shirt,507.0,354.9,Sports,Western Sahara,Africa,15:39:00,27,January,9,0.02,4471.74,2016,152.10000000000002,496.85999999999996,0.0,27 January 2016
10002,Male,Sausages,39.0,22.62,Garden,Estonia,Europe,11:27:00,2,November,6,0.09,212.94,2020,16.38,35.49,0.23,2 November 2020
10003,Female,Cheese,962.0,384.8,Movies,Austria,Europe,17:39:00,16,February,4,0.01,3809.52,2016,577.2,952.38,0.0,16 February 2016
10004,Male,Shirt,580.0,139.2,Movies,China,Asia,13:56:00,20,April,1,0.05,551.0,2019,440.8,551.0,0.01,20 April 2019
10005,Male,Shirt,834.0,525.4200000000001,Toys,French Polynesia,Oceania,18:32:00,26,May,2,0.01,1651.32,2020,308.5799999999999,825.66,0.0,26 May 2020
10006,Male,Salad,502.0,391.56,Jewelery,Pitcairn,Oceania,19:46:00,13,December,3,0.05,1430.6999999999998,2016,110.44,476.8999999999999,0.01,13 December 2016
10007,Male,Shoes,444.0,253.08,Tools,Namibia,Africa,13:14:00,23,February,5,0.04,2131.2,2020,190.92,426.23999999999995,0.01,23 February 2020
10008,Female,Car,628.0,370.52,Baby,Svalbard and Jan Mayen,Europe,19:47:00,15,July,10,0.05,5966.0,2019,257.48,596.6,0.01,15 July 2019
10009,Male,Chicken,172.0,72.24,Electronics,Italy,Europe,14:15:00,22,November,4,0.06,646.72,2020,99.76,161.68,0.03,22 November 2020
10010,Female,Fish,61.0,14.03,Industrial,Antarctica,Antarctica,19:17:00,25,July,5,0.06,286.70000000000005,2020,46.97,57.34000000000001,0.1,25 July 2020
10011,Female,Computer,643.0,154.32,Automotive,Antigua and Barbuda,North America,13:14:00,9,April,8,0.08,4732.48,2020,488.68,591.56,0.01,9 April 2020
10012,Male,Sausages,806.0,685.1,Movies,Rwanda,Africa,13:27:00,17,May,5,0.08,3707.6,2018,120.89999999999998,741.52,0.01,17 May 2018
10013,Female,Bacon,236.0,186.44,Tools,United Kingdom,Europe,16:53:00,15,November,2,0.07,438.96,2016,49.56,219.48,0.03,15 November 2016
10014,Female,Table,62.0,24.18,Health,Central African Republic,Africa,21:44:00,2,February,6,0.1,334.79999999999995,2017,37.82,55.79999999999999,0.16,2 February 2017
10015,Male,Computer,72.0,18.0,Shoes,Cayman Islands,North America,12:15:00,12,June,5,0.07,334.79999999999995,2020,54.0,66.96,0.1,12 June 2020
10016,Female,Bike,988.0,306.28,Toys,Turks and Caicos Islands,North America,20:55:00,18,March,4,0.1,3556.8,2016,681.72,889.2,0.01,18 March 2016
10017,Male,Keyboard,49.0,29.4,Tools,United States,North America,15:16:00,4,July,9,0.1,396.9,2017,19.6,44.099999999999994,0.2,4 July 2017
10018,Male,Chips,525.0,278.25,Movies,Sri Lanka,Asia,11:16:00,27,November,9,0.1,4252.5,2017,246.75,472.5,0.02,27 November 2017
10019,Male,Sausages,619.0,142.37,Music,Cyprus,Europe,23:48:00,30,November,5,0.03,3002.15,2020,476.63,600.4300000000001,0.0,30 November 2020
10020,Male,Tuna,664.0,159.36,Electronics,Swaziland,Africa,11:54:00,5,August,2,0.1,1195.2,2019,504.64,597.6,0.02,5 August 2019
10021,Female,Bike,927.0,769.41,Electronics,Mayotte,Africa,15:54:00,27,January,6,0.03,5395.14,2019,157.59000000000003,899.19,0.0,27 January 2019
10022,Male,Pizza,458.0,229.0,Music,Nepal,Asia,15:43:00,15,April,3,0.06,1291.56,2017,229.0,430.52,0.01,15 April 2017
10023,Female,Ball,507.0,425.88,Health,Turkmenistan,Asia,15:31:00,6,July,2,0.07,943.02,2016,81.12,471.51,0.01,6 July 2016
10024,Female,Cheese,994.0,695.8,Garden,New Zealand,Oceania,19:14:00,7,October,9,0.07,8319.779999999999,2019,298.20000000000005,924.4199999999998,0.01,7 October 2019
10025,Female,Ball,987.0,503.37,Tools,Cape Verde,Africa,19:20:00,8,October,8,0.05,7501.2,2017,483.63,937.65,0.01,8 October 2017
10026,Male,Hat,325.0,123.5,Home,Montserrat,North America,15:53:00,22,December,2,0.07,604.5,2020,201.5,302.25,0.02,22 December 2020
10027,Female,Bacon,371.0,129.85,Tools,Tunisia,Africa,12:37:00,12,March,10,0.02,3635.8,2020,241.15,363.58000000000004,0.01,12 March 2020
10028,Female,Shirt,439.0,188.77,Movies,Chile,South America,20:31:00,16,July,2,0.03,851.66,2016,250.23,425.83,0.01,16 July 2016
10029,Female,Table,432.0,272.16,Industrial,Argentina,South America,17:21:00,22,November,1,0.04,414.72,2016,159.83999999999997,414.72,0.01,22 November 2016
10030,Male,Chair,843.0,598.53,Computers,Chad,Africa,14:18:00,21,May,5,0.07,3919.95,2019,244.47000000000003,783.99,0.01,21 May 2019
10031,Male,Cheese,221.0,125.97,Garden,Nauru,Oceania,15:29:00,9,July,3,0.01,656.37,2017,95.03,218.79,0.0,9 July 2017
10032,Male,Computer,673.0,484.56,Automotive,Thailand,Asia,12:32:00,20,October,4,0.09,2449.72,2016,188.44,612.43,0.01,20 October 2016
10033,Female,Cheese,781.0,265.54,Jewelery,Australia,Oceania,21:18:00,17,March,6,0.09,4264.26,2018,515.46,710.71,0.01,17 March 2018
10034,Male,Car,730.0,489.1,Beauty,Cambodia,Asia,22:16:00,17,January,1,0.06,686.2,2016,240.89999999999998,686.2,0.01,17 January 2016
10035,Female,Pizza,754.0,452.4,Automotive,American Samoa,Oceania,16:54:00,8,March,6,0.01,4478.76,2019,301.6,746.46,0.0,8 March 2019
10036,Female,Cheese,480.0,374.4,Beauty,Guam,Oceania,18:19:00,23,March,6,0.04,2764.8,2019,105.60000000000002,460.8,0.01,23 March 2019
10037,Male,Tuna,658.0,342.16,Jewelery,Faroe Islands,Europe,12:32:00,23,March,7,0.02,4513.88,2016,315.84,644.84,0.0,23 March 2016
10038,Female,Shirt,865.0,441.15,Baby,Zimbabwe,Africa,13:35:00,13,December,5,0.01,4281.75,2019,423.85,856.35,0.0,13 December 2019
10039,Female,Chips,11.0,4.95,Health,Christmas Island,Asia,18:32:00,1,June,7,0.06,72.38,2020,6.05,10.34,0.55,1 June 2020
10040,Male,Car,887.0,558.81,Electronics,Benin,Africa,19:38:00,30,October,4,0.02,3477.04,2020,328.19000000000005,869.26,0.0,30 October 2020
10041,Female,Sausages,717.0,523.41,Games,Malawi,Africa,13:41:00,7,August,7,0.04,4818.240000000001,2019,193.59000000000003,688.32,0.01,7 August 2019
10042,Female,Cheese,96.0,24.959999999999997,Home,Greenland,North America,18:51:00,6,July,1,0.07,89.28,2019,71.04,89.28,0.07,6 July 2019
10043,Female,Chips,591.0,360.51,Games,Cambodia,Asia,22:14:00,25,December,1,0.04,567.36,2018,230.49,567.36,0.01,25 December 2018
10044,Male,Keyboard,461.0,336.53,Beauty,Djibouti,Africa,15:35:00,4,November,8,0.01,3651.12,2019,124.47000000000003,456.39,0.0,4 November 2019
10045,Female,Pizza,14.0,9.8,Clothing,Maldives,Asia,16:57:00,12,March,2,0.1,25.2,2018,4.199999999999999,12.6,0.71,12 March 2018
10046,Male,Salad,868.0,572.88,Health,Tajikistan,Asia,16:33:00,29,February,8,0.04,6666.24,2017,295.12,833.28,0.0,29 February 2017
10047,Female,Mouse,690.0,545.1,Outdoors,Mauritania,Africa,13:57:00,27,September,6,0.09,3767.4,2019,144.89999999999998,627.9,0.01,27 September 2019
10048,Male,Pizza,158.0,86.9,Toys,Guinea-Bissau,Africa,15:54:00,3,January,7,0.04,1061.76,2016,71.1,151.68,0.03,3 January 2016
10049,Female,Pizza,371.0,267.12,Outdoors,Turks and Caicos Islands,North America,11:21:00,5,November,6,0.08,2047.92,2017,103.88,341.32,0.02,5 November 2017
10050,Female,Chair,950.0,522.5,Clothing,Rwanda,Africa,18:35:00,3,November,6,0.1,5130.0,2017,427.5,855.0,0.01,3 November 2017
10051,Male,Computer,998.0,558.88,Computers,Luxembourg,Europe,11:54:00,3,April,9,0.04,8622.720000000001,2018,439.12,958.0800000000002,0.0,3 April 2018
10052,Male,Chair,724.0,289.6,Baby,Poland,Europe,10:33:00,5,February,10,0.04,6950.4,2017,434.4,695.04,0.01,5 February 2017
10053,Male,Chicken,1000.0,570.0,Sports,Romania,Europe,16:10:00,27,February,6,0.1,5400.0,2019,430.0,900.0,0.01,27 February 2019
10054,Male,Computer,678.0,569.52,Outdoors,Mali,Africa,16:42:00,21,October,3,0.03,1972.98,2017,108.48000000000002,657.66,0.0,21 October 2017
10055,Female,Soap,848.0,559.6800000000001,Tools,United Kingdom,Europe,11:43:00,15,January,9,0.06,7174.08,2017,288.31999999999994,797.12,0.01,15 January 2017
10056,Male,Table,625.0,237.5,Shoes,Syria,Asia,19:21:00,16,November,10,0.06,5875.0,2017,387.5,587.5,0.01,16 November 2017
10057,Female,Chair,587.0,281.76,Industrial,Isle of Man,Europe,17:38:00,2,November,8,0.07,4367.28,2019,305.24,545.91,0.01,2 November 2019
10058,Male,Car,989.0,425.27,Movies,Latvia,Europe,17:52:00,20,April,3,0.01,2937.33,2017,563.73,979.11,0.0,20 April 2017
10059,Female,Cheese,532.0,281.96000000000004,Health,Mauritius,Africa,18:16:00,5,August,3,0.07,1484.28,2018,250.03999999999996,494.76,0.01,5 August 2018
10060,Female,Sausages,538.0,107.60000000000002,Outdoors,Georgia,Asia,19:17:00,16,June,10,0.03,5218.6,2020,430.4,521.86,0.01,16 June 2020
10061,Male,Keyboard,121.0,77.44,Beauty,Antigua and Barbuda,North America,11:45:00,23,March,6,0.03,704.22,2017,43.56,117.37,0.02,23 March 2017
10062,Female,Table,791.0,300.58,Automotive,Guam,Oceania,22:58:00,21,February,3,0.02,2325.54,2017,490.42,775.18,0.0,21 February 2017
10063,Female,Fish,724.0,557.48,Garden,Turks and Caicos Islands,North America,15:11:00,23,January,4,0.06,2722.24,2020,166.51999999999998,680.56,0.01,23 January 2020
10064,Female,Pants,64.0,35.2,Kids,Honduras,North America,22:28:00,24,August,1,0.01,63.36,2016,28.799999999999997,63.36,0.02,24 August 2016
10065,Male,Shoes,40.0,27.6,Beauty,Sri Lanka,Asia,19:25:00,26,September,9,0.01,356.40000000000003,2017,12.399999999999999,39.6,0.02,26 September 2017
10066,Female,Computer,561.0,258.06,Music,Singapore,Asia,15:30:00,23,May,6,0.05,3197.7000000000003,2019,302.94,532.95,0.01,23 May 2019
10067,Female,Chips,740.0,192.4,Toys,Kuwait,Asia,20:55:00,18,March,6,0.01,4395.6,2020,547.6,732.6,0.0,18 March 2020
10068,Male,Cheese,581.0,354.41,Kids,Aruba,North America,21:39:00,1,August,6,0.02,3416.28,2016,226.58999999999997,569.38,0.0,1 August 2016
10069,Female,Ball,475.0,180.5,Music,Lithuania,Europe,23:22:00,19,June,8,0.01,3762.0,2016,294.5,470.25,0.0,19 June 2016
10070,Male,Salad,314.0,260.62,Movies,Bangladesh,Asia,19:26:00,8,November,9,0.04,2712.96,2018,53.379999999999995,301.44,0.01,8 November 2018
10071,Female,Bike,233.0,163.1,Industrial,Italy,Europe,13:42:00,4,November,4,0.07,866.76,2019,69.9,216.69,0.03,4 November 2019
10072,Male,Towels,588.0,476.28,Games,El Salvador,North America,19:25:00,9,February,7,0.09,3745.56,2020,111.72000000000003,535.08,0.02,9 February 2020
10073,Female,Sausages,169.0,62.53,Beauty,Hungary,Europe,13:44:00,3,October,10,0.07,1571.6999999999998,2020,106.47,157.17,0.04,3 October 2020
10074,Female,Keyboard,286.0,80.08000000000001,Electronics,Ireland,Europe,11:16:00,15,September,3,0.02,840.8399999999999,2016,205.92,280.28,0.01,15 September 2016
10075,Male,Chair,305.0,250.1,Outdoors,Nicaragua,North America,17:11:00,12,February,10,0.03,2958.5,2017,54.900000000000006,295.85,0.01,12 February 2017
10076,Female,Ball,14.0,5.460000000000001,Outdoors,Cocos Islands,Asia,18:27:00,4,September,10,0.09,127.4,2017,8.54,12.74,0.64,4 September 2017
10077,Male,Cheese,384.0,280.32,Games,Solomon Islands,Oceania,15:26:00,28,May,7,0.01,2661.1200000000003,2018,103.68,380.16,0.0,28 May 2018
10078,Female,Computer,772.0,579.0,Home,Haiti,North America,23:20:00,7,December,2,0.08,1420.48,2017,193.0,710.24,0.01,7 December 2017
10079,Female,Salad,189.0,147.42000000000002,Electronics,Equatorial Guinea,Africa,14:13:00,4,December,6,0.06,1065.96,2019,41.579999999999984,177.66,0.03,4 December 2019
10080,Female,Shirt,264.0,95.04,Sports,Antigua and Barbuda,North America,21:21:00,11,September,1,0.03,256.08,2018,168.95999999999998,256.08,0.01,11 September 2018
10081,Female,Chicken,935.0,626.45,Shoes,Cayman Islands,North America,11:45:00,13,September,8,0.09,6806.8,2016,308.54999999999995,850.85,0.01,13 September 2016
10082,Male,Bacon,38.0,31.16,Games,Jamaica,North America,22:20:00,6,March,1,0.05,36.1,2019,6.84,36.1,0.13,6 March 2019
10083,Female,Ball,129.0,99.33,Books,Paraguay,South America,10:34:00,29,July,3,0.03,375.39,2018,29.67,125.13,0.02,29 July 2018
10084,Male,Chair,570.0,364.8,Grocery,Czech Republic,Europe,10:50:00,2,June,4,0.09,2074.8,2018,205.2,518.7,0.02,2 June 2018
10085,Male,Ball,214.0,179.76,Electronics,New Caledonia,Oceania,20:51:00,22,October,1,0.1,192.6,2017,34.24000000000001,192.6,0.05,22 October 2017
10086,Female,Car,472.0,358.72,Jewelery,Jordan,Asia,10:34:00,3,January,10,0.01,4672.799999999999,2019,113.27999999999997,467.2799999999999,0.0,3 January 2019
10087,Female,Chair,890.0,605.2,Automotive,Azerbaijan,Asia,17:56:00,25,April,10,0.03,8633.0,2017,284.79999999999995,863.3,0.0,25 April 2017
10088,Female,Shoes,321.0,202.23,Kids,Equatorial Guinea,Africa,17:11:00,27,August,5,0.08,1476.6,2016,118.77000000000001,295.32,0.02,27 August 2016
10089,Female,Chair,426.0,89.45999999999998,Music,Malta,Europe,23:23:00,20,March,3,0.05,1214.1,2016,336.54,404.7,0.01,20 March 2016
10090,Male,Computer,254.0,104.14,Computers,Ukraine,Europe,23:23:00,20,July,5,0.04,1219.2,2017,149.86,243.84,0.02,20 July 2017
10091,Female,Shirt,253.0,53.13,Music,Western Sahara,Africa,19:36:00,8,May,10,0.01,2504.7,2018,199.87,250.46999999999997,0.0,8 May 2018
10092,Female,Chips,503.0,145.87,Home,Trinidad and Tobago,North America,22:24:00,20,January,1,0.09,457.73,2018,357.13,457.73,0.02,20 January 2018
10093,Female,Car,721.0,194.67,Clothing,Guinea-Bissau,Africa,12:48:00,21,September,3,0.05,2054.8500000000004,2017,526.33,684.9500000000002,0.01,21 September 2017
10094,Female,Table,916.0,650.36,Outdoors,Norway,Europe,23:41:00,24,July,10,0.08,8427.2,2017,265.64,842.72,0.01,24 July 2017
